,datetime_utc,overpass_id,phase_iii,meter,qc_su_discard,qc_su_discard_strict,altitude_feet,methane_fraction_su_normalized,kgh_gas_60_mean,kgh_gas_60_std,kgh_ch4_60_mean_su_normalized,kgh_ch4_60_std_su_normalized
1,2022-10-31 17:06:59,2.0,0,mc,0.0,0.0,6323.76964,0.9299999999999999,224.63561999999996,0.1541110922216914,208.91112660000002,0.14332331576617338
2,2022-10-31 17:10:46,3.0,1,mc,0.0,0.0,6457.866862000001,0.9299999999999999,319.55772,4.115934207311293,297.1886796,3.8278188127995016
3,2022-10-31 17:14:04,4.0,0,mc,0.0,0.0,6475.540472999999,0.9299999999999999,115.95263999999997,0.17317315641199865,107.83595519999999,0.1610510354631595
4,2022-10-31 17:17:09,5.0,0,mc,0.0,0.0,6556.686307,0.9299999999999999,114.41154000000003,0.12356720150645,106.4027322,0.11491749740099949
5,2022-10-31 17:20:01,6.0,0,mc,0.0,0.0,6488.665472999999,0.9299999999999999,62.70102000000001,0.09015588533765649,58.311948600000015,0.08384497336402114
6,2022-10-31 17:23:14,7.0,1,mc,0.0,0.0,6541.89464,0.9299999999999999,115.45788000000002,0.07850067213357945,107.37582839999999,0.07300562508422928
7,2022-10-31 17:25:51,8.0,0,pc,0.0,1.0,6553.352972999999,0.9299999999999999,688.6158,4.646324644822477,640.412694,4.321081919684904
8,2022-10-31 17:29:06,9.0,0,pc,0.0,0.0,6526.061307,0.9299999999999999,709.8618,1.8130117166598128,660.1714740000001,1.686100896493621
9,2022-10-31 17:32:00,10.0,0,bc,0.0,0.0,6566.998807,0.9299999999999999,22.411727999999997,0.6712821543144262,20.842907040000007,0.6242924035124164
10,2022-10-31 17:35:20,11.0,0,mc,0.0,0.0,6564.186307,0.9299999999999999,287.64413999999994,0.23734083708698853,267.50905020000005,0.2207269784908984
11,2022-10-31 17:38:16,12.0,1,mc,1.0,1.0,6521.165472999999,0.9299999999999999,330.04098,0.5116588928613179,306.93811139999997,0.47584277036102557
12,2022-10-31 17:41:41,13.0,1,mc,0.0,0.0,6585.748807,0.9299999999999999,331.3132800000001,0.28632744843765007,308.1213504,0.26628452704701266
13,2022-10-31 17:44:47,14.0,1,mc,0.0,0.0,6580.94767,0.9299999999999999,273.39689999999996,0.40518486176483504,254.259117,0.37682192144129567
14,2022-10-31 17:48:10,15.0,1,mc,0.0,0.0,6545.436307,0.9299999999999999,272.17019999999997,0.27275019675613216,253.118286,0.25365768298320013
15,2022-10-31 17:51:19,16.0,0,pc,0.0,1.0,6564.39464,0.9299999999999999,991.0104,12.199663906456944,921.6396719999999,11.345687433004954
16,2022-10-31 17:54:34,17.0,1,pc,1.0,1.0,6584.186307,0.9299999999999999,449.0388,0.9236517943944782,417.606084,0.8589961687868706
17,2022-10-31 17:57:48,18.0,0,mc,1.0,1.0,6538.561307,0.9299999999999999,174.70901999999998,0.39660088925257403,162.47938860000002,0.36883882700489334
18,2022-10-31 18:01:08,19.0,0,pc,1.0,1.0,6562.415472999999,0.9299999999999999,1165.1970000000001,15.026753572054547,1083.6332100000002,13.974880822010743
19,2022-10-31 18:04:17,20.0,0,pc,0.0,0.0,6532.51964,0.9299999999999999,1188.8166000000003,14.58298875832467,1105.599438,13.562179545241936
20,2022-10-31 18:07:32,21.0,0,bc,1.0,1.0,6566.061307,0.9299999999999999,18.826944000000005,0.03140701180482567,17.50905792,0.02920852097848799
21,2022-10-31 18:10:53,22.0,0,pc,1.0,1.0,6568.526583999999,0.9299999999999999,648.3954000000002,2.654190298824274,603.007722,2.4683969779065724
22,2022-10-31 18:14:30,23.0,0,pc,0.0,1.0,6569.811307,0.9299999999999999,657.3804000000001,2.186676289079013,611.3637719999999,2.0336089488434865
23,2022-10-31 18:17:42,24.0,0,bc,1.0,1.0,6559.498807,0.9299999999999999,23.691492,0.0421865341516557,22.033087560000002,0.03923347676104006
24,2022-10-31 18:21:14,25.0,0,bc,0.0,0.0,6568.352972999999,0.9299999999999999,23.311128000000007,0.03401871453046254,21.67934904,0.03163740451333012
25,2022-10-31 18:24:19,26.0,0,pc,0.0,1.0,6556.477972999999,0.9299999999999999,482.0376,0.9649772667911571,448.29496800000004,0.8974288581157788
26,2022-10-31 18:27:41,27.0,0,pc,0.0,0.0,6579.602972999999,0.9299999999999999,489.76559999999995,0.8111063630642986,455.4820079999999,0.7543289176497958
27,2022-10-31 18:30:54,28.0,0,None,1.0,1.0,6580.64464,0.9299999999999999,0.0,0.0,0.0,0.0
28,2022-10-31 18:34:19,29.0,0,pc,1.0,1.0,6548.561307,0.9299999999999999,644.4179999999999,2.2036288715184784,599.3087400000002,2.049374850512189
29,2022-10-31 18:37:45,30.0,0,pc,1.0,1.0,6568.561307,0.9299999999999999,633.8291999999999,37.75045719907221,589.4611560000001,35.10792519513716
30,2022-10-31 18:41:17,31.0,0,mc,1.0,1.0,6553.352972999999,0.9299999999999999,169.56216,0.17954081090287216,157.6928088,0.16697295413966992
31,2022-10-31 18:44:44,32.0,0,pc,1.0,1.0,6586.89464,0.9299999999999999,586.0175999999999,2.3519416803561684,544.9963680000001,2.187305762731231
32,2022-10-31 18:48:26,33.0,1,pc,0.0,0.0,6547.966069,0.9299999999999999,589.5761999999999,1.6340353584125396,548.305866,1.5196528833236596
33,2022-10-31 18:51:48,34.0,0,bc,1.0,1.0,6568.109918,0.9299999999999999,2.3730611999999995,0.012581403943108279,2.2069469159999997,0.011700705667090739
34,2022-10-31 18:55:27,35.0,0,bc,1.0,1.0,6565.64464,0.9299999999999999,7.390224000000001,0.03862084249798586,6.87290832,0.035917383523126824
35,2022-10-31 18:58:55,36.0,0,None,1.0,1.0,6542.102972999999,0.9299999999999999,0.0,0.0,0.0,0.0
36,2022-10-31 19:02:20,37.0,0,mc,1.0,1.0,6560.64464,0.9299999999999999,349.55478,0.7880388097644162,325.0859454,0.7328760930809127
37,2022-10-31 19:05:48,38.0,0,bc,1.0,1.0,6560.64464,0.9299999999999999,0.7098390000000001,0.010110748410663221,0.6601502700000002,0.009402996021916793
38,2022-10-31 19:09:22,39.0,0,pc,0.0,1.0,6579.08214,0.9299999999999999,1167.3780000000002,15.2857306939334,1085.6615399999998,14.21572954535808
39,2022-10-31 19:12:50,40.0,0,pc,0.0,1.0,6597.631819,0.9299999999999999,1199.3021999999996,16.924072618410158,1115.351046,15.739387535121436
40,2022-10-31 19:16:40,41.0,1,mc,0.0,0.0,6551.686307,0.9299999999999999,94.97322000000001,0.2246668937617249,88.32509459999999,0.20894021119840495
41,2022-10-31 19:19:54,42.0,0,None,1.0,1.0,6572.51964,0.9299999999999999,0.0,0.0,0.0,0.0
42,2022-10-31 19:23:27,43.0,0,None,0.0,0.0,6575.131819,0.9299999999999999,0.0,0.0,0.0,0.0
43,2022-10-31 19:26:48,44.0,1,bc,0.0,1.0,6573.76964,0.9299999999999999,3.0526272000000003,0.02413238945146723,2.838943295999999,0.022443122189864544
44,2022-10-31 19:30:23,45.0,0,mc,0.0,0.0,6586.790472999999,0.9299999999999999,329.48363999999987,0.7435178853467574,306.41978520000004,0.6914716333724805
45,2022-10-31 19:33:45,46.0,0,mc,0.0,0.0,6558.352972999999,0.9299999999999999,334.30967999999996,0.2683886562052584,310.9080024000001,0.24960145027089273
46,2022-10-31 19:37:11,47.0,0,bc,1.0,1.0,6570.852972999999,0.9299999999999999,7.499532000000001,0.03689860650531244,6.974564760000001,0.03431570404994052
47,2022-10-31 19:40:37,48.0,1,pc,0.0,1.0,6593.977972999999,0.9299999999999999,876.7248000000001,9.07178078831199,815.354064,8.436756133130148
48,2022-10-31 19:44:25,49.0,1,pc,0.0,0.0,6543.977972999999,0.9299999999999999,896.8638,5.341826688137834,834.0833340000001,4.96789881996819
49,2022-10-31 19:47:31,50.0,0,bc,1.0,1.0,6564.458742999999,0.9299999999999999,9.643577999999998,0.021211084310499447,8.96852754,0.019726308408764603
50,2022-10-31 19:51:03,51.0,0,bc,0.0,0.0,6561.061307,0.9299999999999999,9.637998000000001,0.013369807472974561,8.96333814,0.012433920949866291
51,2022-10-31 19:54:08,52.0,0,pc,0.0,0.0,6588.040472999999,0.9299999999999999,403.25339999999994,0.6975462368491204,375.025662,0.6487180002696864
52,2022-10-31 19:57:39,53.0,1,mc,1.0,1.0,6570.95714,0.9299999999999999,80.66340000000004,0.06910607910662644,75.01696199999999,0.06426865356916338
53,2022-10-31 20:00:53,54.0,1,mc,0.0,0.0,6591.26964,0.9299999999999999,79.99631999999998,0.08391808112071497,74.39657759999999,0.07804381544226496
54,2022-10-31 20:04:20,55.0,1,None,0.0,0.0,6593.526583999999,0.9299999999999999,0.0,0.0,0.0,0.0
55,2022-10-31 20:11:34,56.0,1,mc,0.0,1.0,6560.852972999999,0.9299999999999999,245.05769999999998,0.2806922544262934,227.90366099999997,0.261043796616451
56,2022-10-31 20:14:59,57.0,1,pc,0.0,1.0,6592.102972999999,0.9299999999999999,1123.0134,10.805178063772503,1044.402462,10.04881559930842
57,2022-10-31 20:18:38,58.0,1,pc,0.0,0.0,6617.51964,0.9299999999999999,1134.9924,10.095776588357827,1055.542932,9.389072227172777
58,2022-10-31 20:21:56,59.0,0,bc,1.0,1.0,6578.76964,0.9299999999999999,1.8273401999999999,0.01416678622072517,1.699426386,0.013175111185274407
59,2022-10-31 20:32:21,60.0,0,bc,1.0,1.0,6588.14464,0.9299999999999999,10.569870000000002,0.10533477391920575,9.829979100000001,0.09796133974486122
60,2022-10-31 20:35:49,61.0,1,bc,0.0,0.0,6592.51964,0.9299999999999999,10.509972000000003,0.01071258863460356,9.77427396,0.009962707430181333
61,2022-10-31 20:38:43,62.0,0,None,1.0,1.0,6646.964083999999,0.9299999999999999,0.0,0.0,0.0,0.0
62,2022-10-31 20:42:20,63.0,0,None,0.0,0.0,6614.282461000001,0.9299999999999999,0.0,0.0,0.0,0.0
63,2022-10-31 20:45:36,64.0,1,mc,0.0,1.0,6638.112589,0.9299999999999999,137.68644,0.0861004128024129,128.0483892,0.08007338390624659
64,2022-10-31 20:49:09,65.0,0,pc,1.0,1.0,6615.01964,0.9299999999999999,482.8338,1.8279175036089683,449.03543400000007,1.699963278356336
65,2022-10-31 20:52:23,66.0,1,pc,0.0,0.0,6623.040472999999,0.9299999999999999,496.27919999999995,1.4595824431920872,461.539656,1.3574116721686362
66,2022-10-31 20:55:50,67.0,0,mc,1.0,1.0,6610.436307,0.9299999999999999,45.73746000000001,0.08573086227119499,42.5358378,0.07972970191221204
67,2022-10-31 20:59:03,68.0,0,mc,1.0,1.0,6566.686307,0.9299999999999999,45.50261999999999,0.05282210246170091,42.3174366,0.04912455528938258
68,2022-11-02 16:38:14,69.0,0,None,1.0,1.0,6457.727972999999,0.9299999999999999,0.0,0.0,0.0,0.0
69,2022-11-02 16:41:12,70.0,0,bc,1.0,1.0,6440.505751000001,0.9299999999999999,1.1433305999999999,0.011613191583390955,1.063297458,0.010800268172553572
70,2022-11-02 16:45:19,71.0,1,bc,0.0,0.0,6579.811307,0.9299999999999999,1.1192094000000001,0.010260711465073543,1.040864742,0.009542461662518403
71,2022-11-02 16:48:21,72.0,1,bc,0.0,0.0,6621.373807,0.9299999999999999,1.1068848,0.01219449511369643,1.029402864,0.011340880455737688
72,2022-11-02 16:52:28,73.0,1,bc,0.0,0.0,6592.102972999999,0.9299999999999999,4.2384960000000005,0.01041634491344881,3.9418012799999995,0.009687200769507439
73,2022-11-02 16:55:37,74.0,1,bc,0.0,0.0,6533.561307,0.9299999999999999,4.236053999999999,0.009101446560384023,3.939530220000001,0.008464345301157139
74,2022-11-02 17:02:30,76.0,1,bc,0.0,0.0,6576.477972999999,0.9299999999999999,11.005494000000002,0.013236124836143082,10.235109419999997,0.012309596097613146
75,2022-11-02 17:06:32,77.0,1,bc,0.0,0.0,6600.64464,0.9299999999999999,10.958243999999999,0.012818955667556496,10.191166919999999,0.011921628770827596
76,2022-11-02 17:09:44,78.0,1,bc,0.0,0.0,6530.95714,0.9299999999999999,22.153566,0.018016161219436704,20.602816379999997,0.016755029934076234
77,2022-11-02 17:13:43,79.0,1,bc,0.0,0.0,6567.311307,0.9299999999999999,22.21692,0.011093503366797704,20.661735600000004,0.010316958131122071
78,2022-11-02 17:17:02,80.0,1,bc,0.0,0.0,6561.061307,0.9299999999999999,22.205243999999997,0.01449886906168204,20.650876920000005,0.013483948227364298
79,2022-11-02 17:21:04,81.0,0,bc,1.0,1.0,6567.51964,0.9299999999999999,30.614975999999995,0.020378606529098172,28.471927680000004,0.018952104072061753
80,2022-11-02 17:24:10,82.0,0,bc,0.0,1.0,6550.804362000001,0.9299999999999999,30.571086000000005,0.016691656821826505,28.431109980000006,0.015523240844298694
81,2022-11-02 17:28:31,83.0,0,bc,0.0,0.0,6547.51964,0.9299999999999999,26.527865999999996,0.012727143980418494,24.67091538,0.01183624390178919
82,2022-11-02 17:37:34,84.0,0,bc,0.0,0.0,6586.686307,0.9299999999999999,26.578398,0.015577122599330577,24.717910140000008,0.014486724017377425
83,2022-11-02 17:41:49,85.0,0,bc,0.0,0.0,6565.01964,0.9299999999999999,33.792768,0.021265146848975593,31.42727424,0.019776586569547127
84,2022-11-02 17:45:12,86.0,0,bc,0.0,0.0,6616.686307,0.9299999999999999,33.706967999999996,0.01504068299927879,31.347480240000003,0.013987835189329218
85,2022-11-02 17:49:36,87.0,0,pc,0.0,0.0,6549.186307,0.9299999999999999,850.3703999999999,7.73236400626766,790.8444720000002,7.191098525828924
86,2022-11-02 17:52:40,88.0,0,pc,0.0,0.0,6618.873807,0.9299999999999999,842.3184,6.737109019377889,783.356112,6.2655113880214355
87,2022-11-02 18:05:00,89.0,0,pc,0.0,0.0,6540.852972999999,0.9299999999999999,774.4992,7.175752118614232,720.2842560000001,6.673449470311234
88,2022-11-04 16:43:14,90.0,0,bc,1.0,1.0,6389.811307,0.9299999999999999,14.113781999999999,3.0483775055286184,13.125817260000002,2.834991080141615
89,2022-11-04 16:47:43,91.0,0,bc,1.0,1.0,6576.964083999999,0.9299999999999999,9.684557999999997,0.010756269090430943,9.00663894,0.01000333025410099
90,2022-11-04 16:51:24,92.0,0,bc,0.0,0.0,6592.936307,0.9299999999999999,9.744623999999998,0.01403619765982798,9.06250032,0.013053663823639997
91,2022-11-04 16:54:57,93.0,0,bc,0.0,0.0,6585.32267,0.9299999999999999,9.733422000000001,0.01188787258412002,9.052082460000001,0.011055721503231489
92,2022-11-04 16:58:47,94.0,1,pc,0.0,1.0,6642.51964,0.9299999999999999,667.4742,3.274758807524251,620.7510060000001,3.0455256909975588
93,2022-11-04 17:02:21,95.0,1,pc,0.0,1.0,6524.811307,0.9299999999999999,685.251,2.0443438796604294,637.28343,1.9012398080842061
94,2022-11-04 17:06:31,96.0,0,bc,1.0,1.0,6569.735548999999,0.9299999999999999,7.747524,0.023515851934458855,7.20519732,0.02186974229904665
95,2022-11-04 17:10:14,97.0,0,bc,1.0,1.0,6482.102972999999,0.9299999999999999,7.7490060000000005,0.009927943306903202,7.206575580000001,0.009232987275419916
96,2022-11-04 17:14:19,98.0,0,bc,1.0,1.0,6583.248807,0.9299999999999999,0.0,0.0,0.0,0.0
97,2022-11-04 17:17:58,99.0,0,bc,1.0,1.0,6471.061307,0.9299999999999999,12.772439999999998,0.023834582480796646,11.8783692,0.02216616170714081
98,2022-11-04 17:21:57,100.0,0,bc,0.0,0.0,6551.307519,0.9299999999999999,12.689946,0.013242650817640967,11.80164978,0.012315665260405995
99,2022-11-04 17:25:49,101.0,0,bc,0.0,1.0,6518.561307,0.9299999999999999,23.464613999999997,0.016903893163049518,21.822091020000002,0.015720620641635815
100,2022-11-04 17:29:48,102.0,0,bc,0.0,0.0,6581.686307,0.9299999999999999,23.367324,0.019638351548066015,21.73161132,0.018263666939701207
101,2022-11-04 17:33:34,103.0,0,bc,1.0,1.0,6541.825196,0.9299999999999999,5.606538,0.01070235690816899,5.21408034,0.009953191924597106
102,2022-11-04 17:37:37,104.0,1,bc,0.0,1.0,6588.804362000001,0.9299999999999999,34.67982,0.03153580821859476,32.252232600000006,0.029328301643293312
103,2022-11-04 17:41:28,105.0,0,bc,1.0,1.0,6554.915472999999,0.9299999999999999,19.306607999999997,0.019945789309687382,17.95514544,0.018549584058009393
104,2022-11-04 17:45:44,106.0,0,bc,0.0,0.0,6599.811307,0.9299999999999999,19.161738,0.016497062789416896,17.82041634,0.01534226839415784
105,2022-11-04 17:50:16,107.0,0,bc,0.0,0.0,6594.356760999999,0.9299999999999999,19.084241999999996,0.013035389483365795,17.74834506,0.01212291221953019
106,2022-11-04 17:54:42,108.0,1,bc,0.0,0.0,6548.727972999999,0.9299999999999999,31.127178000000004,0.01538685932866134,28.94827554,0.014309779175654647
107,2022-11-04 17:58:45,109.0,1,bc,0.0,0.0,6660.33214,0.9299999999999999,31.106850000000005,0.01928324274720063,28.9293705,0.017933415754896573
108,2022-11-04 18:02:02,110.0,0,bc,1.0,1.0,6598.352972999999,0.9299999999999999,37.02119999999999,0.04650887285494339,34.429716,0.043253251755097595
109,2022-11-04 18:05:09,111.0,0,bc,0.0,0.0,6579.621913000001,0.9299999999999999,37.099380000000004,0.016977500564681405,34.502423400000005,0.015789075525153403
110,2022-11-04 18:09:14,112.0,0,bc,0.0,0.0,6490.783529,0.9299999999999999,36.97554000000002,0.022907782705328786,34.387252200000006,0.021304237915955825
111,2022-11-04 18:12:39,113.0,0,mc,1.0,1.0,6652.033529,0.9299999999999999,65.58972,0.08080883656999839,60.998439600000005,0.07515221801009847
112,2022-11-04 18:16:51,114.0,0,mc,1.0,1.0,6517.762696,0.9299999999999999,64.90979999999999,0.03945551453369526,60.36611400000001,0.03669362851633539
113,2022-11-04 18:20:13,115.0,1,mc,0.0,0.0,6627.5953979999995,0.9299999999999999,64.67334,0.03439927669716546,60.146206200000016,0.031991327328363926
114,2022-11-04 18:23:36,116.0,1,mc,0.0,0.0,6516.165472999999,0.9299999999999999,64.82034,0.028025540409672325,60.28291620000001,0.026063752580995574
115,2022-11-04 18:26:37,117.0,0,mc,1.0,1.0,6563.422418,0.9299999999999999,52.84241999999999,0.05071900255662526,49.1434506,0.047168672377661924
116,2022-11-04 18:30:13,118.0,1,mc,0.0,0.0,6659.186307,0.9299999999999999,52.952100000000016,0.04094070950673886,49.245453,0.03807485984126666
