,datetime_utc,overpass_id,phase_iii,kgh_gas_30,kgh_gas_60,kgh_gas_90,kgh_ch4_30,kgh_ch4_60,kgh_ch4_90,methane_fraction,meter,qc_discard,qc_discard_strict,altitude_meters
173,2022-11-07 20:13:58,165.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.979933333,None,0.0,0.0,8066.180556
174,2022-11-07 20:18:13,166.0,0,16.9112671,16.91664197,16.92528923,16.57191434,16.57718135,16.58565509,0.979933333,bc,1.0,1.0,8029.246795
175,2022-11-07 20:22:27,167.0,0,16.85806839,16.86737508,16.8752611,16.51978315,16.52890309,16.53663086,0.979933333,bc,0.0,0.0,8145.520833
176,2022-11-07 20:26:19,168.0,0,16.77048387,16.77866754,16.78309714,16.43395616,16.44197561,16.44631633,0.979933333,bc,0.0,0.0,8137.916667
177,2022-11-07 20:31:03,169.0,0,16.69386194,16.69818098,16.70526989,16.35887177,16.36310415,16.37005081,0.979933333,bc,0.0,0.0,8108.4375
178,2022-11-07 20:35:34,170.0,0,32.73728516,32.72749967,32.71294681,32.08035697,32.07076785,32.05650701,0.979933333,bc,0.0,0.0,8136.527778
179,2022-11-07 20:40:39,171.0,0,32.77639742,32.77171475,32.77582022,32.11868438,32.11409568,32.11811876,0.979933333,bc,0.0,0.0,8104.142628
180,2022-11-07 20:44:51,172.0,0,28.35841935,28.36989443,28.38255429,27.78936041,27.80060521,27.81301103,0.979933333,bc,1.0,1.0,8178.333333
181,2022-11-07 20:49:25,173.0,0,28.41333677,28.42687475,28.42550505,27.84317582,27.85644213,27.85509992,0.979933333,bc,1.0,1.0,8025.576923
182,2022-11-07 20:53:35,174.0,1,28.45265806,28.45211016,28.44470769,27.88170806,27.88117115,27.87391722,0.979933333,bc,0.0,0.0,8044.291667
183,2022-11-07 20:57:43,175.0,1,28.5554671,28.54689049,28.5408356,27.98245406,27.97404956,27.96811617,0.979933333,bc,0.0,0.0,7989.236111
184,2022-11-07 21:02:09,176.0,1,21.27597677,21.26815672,21.26067033,20.84903884,20.84137571,20.83403955,0.979933333,bc,0.0,0.0,8022.083333
185,2022-11-07 21:06:54,177.0,0,15.00676258,15.01761836,15.01872527,14.70562688,14.71626482,14.71734952,0.979933333,bc,0.0,0.0,8096.25
186,2022-11-07 21:10:43,178.0,0,14.95271613,14.95312525,14.95563824,14.65266496,14.65306587,14.65552843,0.979933333,bc,0.0,0.0,8031.25
187,2022-11-07 21:15:28,179.0,0,14.90591613,14.91167213,14.91385055,14.60680408,14.61244458,14.61457928,0.979933333,bc,0.0,0.0,8131.458333
188,2022-11-07 21:19:16,180.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.979933333,None,0.0,0.0,8070.625
189,2022-11-07 21:23:44,181.0,1,26.77627742,26.77677049,26.77568044,26.23896679,26.23944996,26.23838179,0.979933333,bc,0.0,0.0,8103.4375
190,2022-11-07 21:27:47,182.0,0,21.26448,21.26219607,21.26313495,20.83777277,20.83553466,20.8364547,0.979933333,bc,0.0,0.0,8035.694444
191,2022-11-07 21:32:05,183.0,0,21.28554581,21.2814,21.28085802,20.85841585,20.85435324,20.85382214,0.979933333,bc,0.0,0.0,8042.916667
192,2022-11-07 21:36:04,184.0,1,16.05011226,16.06160656,16.07578813,15.72804001,15.73930365,15.75320065,0.979933333,bc,0.0,0.0,8152.638889
193,2022-11-07 21:40:39,185.0,1,16.03097419,16.02866361,16.02829582,15.70928598,15.70702176,15.70666135,0.979933333,bc,0.0,0.0,8112.395833
194,2022-11-07 21:44:26,186.0,1,16.01511097,16.01763934,16.0193433,15.69374107,15.69621871,15.69788847,0.979933333,bc,0.0,0.0,8178.958333
195,2022-11-07 21:48:53,187.0,1,16.03039355,16.02736525,16.02394813,15.70871698,15.70574945,15.70240091,0.979933333,bc,0.0,0.0,8152.5
196,2022-11-07 21:52:46,188.0,0,30.28189935,30.29072459,30.2878444,29.67424257,29.68289072,29.68006832,0.979933333,bc,0.0,0.0,8091.666667
197,2022-11-07 21:57:17,189.0,0,30.39216387,30.3775377,30.37092527,29.78229445,29.76796178,29.76148204,0.979933333,bc,0.0,0.0,8193.541667
198,2022-11-07 22:01:28,190.0,0,30.52088129,30.52015672,30.51747692,29.90842894,29.90771891,29.90509289,0.979933333,bc,0.0,0.0,8060.208333
199,2022-11-07 22:05:48,191.0,0,30.70114839,30.68282361,30.67471385,30.08507868,30.06712161,30.05917459,0.979933333,bc,0.0,0.0,8160.208333
200,2022-11-07 22:09:36,192.0,1,17.64947613,17.65752197,17.67166418,17.29530997,17.30319436,17.31705278,0.979933333,bc,0.0,0.0,8117.777778
