,overpass_id,overpass_datetime,zero_release,non_zero_release,operator_kept,stanford_kept,pass_all_qc,fail_all_qc,operator_detected,release_rate_kgh,operator_quantification,qc_summary
41,42.0,2022-10-31 19:19:57,True,False,True,False,False,False,False,0.0,,fail_stanford
42,43.0,2022-10-31 19:23:23,True,False,True,True,True,False,False,0.0,,pass_all
43,44.0,2022-10-31 19:26:49,False,True,True,True,True,False,True,2.929856667,6.0,pass_all
44,45.0,2022-10-31 19:30:30,False,True,True,True,True,False,True,316.4651321,350.0,pass_all
45,46.0,2022-10-31 19:33:50,False,True,True,True,True,False,True,320.9300038,359.0,pass_all
46,47.0,2022-10-31 19:37:14,False,True,True,False,False,False,True,7.194902471,93.0,fail_stanford
47,48.0,2022-10-31 19:40:45,False,True,True,True,True,False,True,842.3515439,798.0,pass_all
48,49.0,2022-10-31 19:44:26,False,True,True,True,True,False,True,860.8629345,678.0,pass_all
49,50.0,2022-10-31 19:47:36,False,True,True,False,False,False,True,9.252936541,195.0,fail_stanford
50,51.0,2022-10-31 19:51:07,False,True,True,True,True,False,True,9.248518007,17.0,pass_all
51,52.0,2022-10-31 19:54:16,False,True,True,True,True,False,True,387.2873174,550.0,pass_all
52,53.0,2022-10-31 19:54:16,False,True,True,True,True,False,True,387.2873174,153.0,pass_all
53,54.0,2022-10-31 20:00:56,False,True,True,True,True,False,True,76.77287398,82.0,pass_all
54,55.0,2022-10-31 20:04:28,True,False,True,True,True,False,False,0.0,,pass_all
55,56.0,2022-10-31 20:11:39,False,True,True,True,True,False,True,235.2702122,235.0,pass_all
56,57.0,2022-10-31 20:15:00,False,True,True,True,True,False,True,1077.979487,1163.0,pass_all
57,58.0,2022-10-31 20:18:40,False,True,True,True,True,False,True,1089.422923,1199.0,pass_all
58,59.0,2022-10-31 20:21:59,False,True,True,False,False,False,True,1.753712088,3.0,fail_stanford
59,60.0,2022-10-31 20:32:23,False,True,True,False,False,False,True,10.15157567,7.0,fail_stanford
60,61.0,2022-10-31 20:35:42,False,True,True,True,True,False,True,10.08991447,13.0,pass_all
61,62.0,2022-10-31 20:38:56,True,False,True,False,False,False,False,0.0,,fail_stanford
62,63.0,2022-10-31 20:42:27,True,False,True,True,True,False,False,0.0,,pass_all
63,64.0,2022-10-31 20:45:47,False,True,True,True,True,False,True,132.1752828,187.0,pass_all
64,65.0,2022-10-31 20:49:11,False,True,True,False,False,False,True,463.5240193,413.0,fail_stanford
65,66.0,2022-10-31 20:52:30,False,True,True,True,True,False,True,476.4725891,708.0,pass_all
66,67.0,2022-10-31 20:55:58,False,True,True,False,False,False,True,43.93297145,58.0,fail_stanford
