Date,PerformerExperimentID,Time (UTC) - from team,Last 30s (kg/h) - from team,Last 60s (kg/h) - from team,Last 90s (kg/h) - from team,QC: discard - from team,StanfordOverpassID,Time (UTC) - from Stanford,Last 30s (kg/h) - from Stanford,Last 60s (kg/h) - from Stanford,Last 90s (kg/h) - from Stanford,QC: discard - from Stanford,Time difference (s)
2022-10-11,42,20:53:42,37.79742426,35.37596431,32.32506129,0,42,20:53:28,37.81521755,32.69978616,29.87845904,0,14
2022-10-11,43,21:05:24,97.65732774,90.9955381,86.56097222,0,43,21:05:07,91.22663613,86.54291528,82.81451235,0,17
2022-10-11,44,21:16:45,88.47839148,88.47634426,88.46185055,0,44,21:16:36,88.47315174,88.45703882,88.46047464,0,9
2022-10-12,45,17:16:01,278.1036697,278.0844716,278.0353155,0,45,17:15:56,278.038937,278.0491338,278.0347949,0,5
2022-10-12,46,17:27:43,64.41337858,65.89788669,67.19072598,0,46,17:27:35,64.42951123,66.62169443,67.67598857,0,8
2022-10-12,47,17:40:41,14.17056294,14.17218374,14.17094521,0,47,17:40:37,14.17047747,14.17372572,14.17282323,0,4
2022-10-12,48,17:53:08,48.3930209,34.80786035,37.74311889,0,48,17:53:09,48.38992258,35.60051426,37.73038043,0,1
2022-10-12,49,18:05:40,47.69728723,47.68671895,46.45065442,0,49,18:05:38,47.70284284,47.69030243,46.28752932,0,2
2022-10-12,50,18:17:57,105.2713858,99.82210544,97.27434989,0,50,18:17:56,105.2708516,99.60959449,97.12349011,0,1
2022-10-12,51,18:29:49,61.58386219,61.61601364,61.62441864,0,51,18:29:58,61.57595613,61.60412302,61.6147738,0,9
2022-10-12,52,18:42:12,40.78760052,40.81616498,40.83153705,1,52,18:42:00,40.81099819,40.83115043,40.84460308,1,12
2022-10-12,53,18:54:29,81.96804697,81.97004538,81.98160844,0,53,18:56:00,82.0230689,82.02021403,82.0275033,0,91
2022-10-12,54,19:06:38,60.04250013,60.04656,60.03884413,1,54,19:06:48,60.02417729,60.03811711,60.03822541,1,10
2022-10-12,55,19:18:49,11.26688981,11.26840674,11.27016095,0,55,19:18:55,11.26942188,11.26225511,11.26750771,0,6
2022-10-12,56,19:29:58,208.2352692,208.3463009,209.5417598,0,56,19:30:04,208.2355897,208.2904855,208.5760753,0,6
2022-10-12,57,19:41:44,23.1088817,21.7475313,21.29655671,0,57,19:41:56,26.44781574,23.43240543,22.42386324,0,12
2022-10-12,58,19:53:38,22.84863329,22.84363499,22.8533059,0,58,19:53:46,22.8608129,22.84482405,22.85332046,0,8
2022-10-12,59,20:05:25,86.69063845,86.83580774,87.38974048,0,59,20:05:39,83.54947355,85.07349797,86.0399367,0,14
2022-10-12,60,20:17:07,0,0,0,0,60,20:17:03,0,0,0,0,4
2022-10-12,61,20:28:52,63.07704,58.77241731,57.2976,0,61,20:28:57,65.43561135,59.96511738,58.09975912,0,5
2022-10-12,62,20:40:43,57.16682942,49.92329626,52.87433301,0,62,20:40:50,60.51568877,52.51534348,52.95651429,0,7
2022-10-12,63,20:52:28,93.45320826,93.458016,93.46147358,0,63,20:52:31,93.44444748,93.44987174,93.45492237,0,3
2022-10-12,64,21:04:24,0,0,0,0,64,21:04:24,0,0,0,0,0
2022-10-12,65,21:15:37,194.054033,188.9216923,190.7796802,0,65,21:15:00,183.5786044,191.060267,194.3670129,0,37
2022-10-28,66,17:51:18,650.8013042,646.7839391,580.6599956,1,66,17:51:25,653.8013292,648.8085107,628.4299556,1,7
2022-10-28,67,18:03:30,579.5091351,578.6065323,577.3896387,0,67,18:03:19,578.269384,577.8052652,576.3485222,0,11
2022-10-28,68,18:15:22,483.4219436,483.1887866,483.0122376,0,68,18:15:22,483.4219436,483.1887866,483.0122376,0,0
2022-10-28,69,18:27:31,1091.342762,1088.849061,1089.293781,0,69,18:27:35,1089.703439,1089.377568,1088.83981,0,4
2022-10-28,70,18:39:45,761.684515,761.8250466,761.4149023,0,70,18:39:46,761.75471,761.8848672,761.3990832,0,1
2022-10-28,,,,,,,71,18:52:00,0,0,0.03931521051,0,
2022-10-28,,,,,,,72,19:04:26,305.5065343,305.392491,305.2627732,0,
2022-10-28,71,19:31:15,57.41926763,57.43159114,57.43843803,0,73,19:31:02,57.4308228,57.44240276,57.45065184,0,13
2022-10-28,72,19:43:21,470.7630911,469.188564,467.9933033,0,74,19:43:20,470.5244282,469.0837407,467.8156145,0,1
2022-10-28,73,19:55:38,420.2767105,419.8497162,419.374631,0,75,19:55:38,420.2767105,419.8497162,419.374631,0,0
2022-10-28,74,20:07:38,1405.91665,1408.247867,1410.86857,0,76,20:07:38,1405.91665,1408.247867,1410.86857,0,0
2022-10-28,75,20:19:30,856.2662945,858.8167884,860.3507753,0,77,20:19:19,856.2209378,859.3233429,861.2693859,0,11
2022-10-28,76,20:31:26,373.6812909,373.6709343,373.7523878,0,78,20:31:23,373.8670376,373.7697206,373.8524527,0,3
2022-10-28,77,20:43:37,110.1373083,110.2138022,110.3015918,0,79,20:43:40,110.1172217,110.1958011,110.28294,0,3
2022-10-28,78,20:55:30,108.2793015,108.3129331,108.3462424,0,80,20:55:32,108.2799494,108.3078291,108.3451756,0,2
2022-10-28,79,21:07:03,595.9250383,595.3700289,594.7910009,0,81,21:07:00,595.8462039,595.214166,594.5320094,0,3
2022-10-29,80,17:13:29,675.6555962,676.1166733,676.7203031,0,82,17:13:30,676.0178685,676.2492294,676.8908007,0,1
2022-10-29,81,17:25:11,487.3487059,487.414125,487.3957798,1,83,17:25:09,487.2394668,487.3019622,487.363503,1,2
2022-10-29,82,17:37:22,408.6063225,407.9677549,407.9393251,1,84,17:37:12,408.1693665,407.8907138,407.8356595,1,10
2022-10-29,83,17:49:24,367.3295788,367.295718,367.2146929,0,85,17:49:20,367.2916795,367.2537986,367.1843147,0,4
2022-10-29,84,18:01:47,34.27983964,34.31063416,34.33182911,0,86,18:02:33,34.19766515,34.22681797,34.25746328,0,46
2022-10-29,85,18:13:21,33.52652514,33.56538612,33.60289666,0,87,18:13:21,33.52652514,33.56538612,33.60289666,0,0
2022-10-29,86,18:25:08,331.1743616,330.6966629,330.3016131,0,88,18:25:06,331.1296627,330.6687355,330.2339456,0,2
2022-10-29,87,18:36:54,357.0488494,356.8696777,356.8473734,0,89,18:37:15,357.0209823,357.009598,356.9388877,0,21
2022-10-29,88,18:49:05,825.2673507,823.6668109,825.8738367,0,90,18:48:55,821.5376185,825.0178625,826.1221785,0,10
2022-10-29,89,19:01:03,823.1817772,823.8112629,823.9497576,0,91,19:00:55,824.4603196,824.4270253,823.9949452,0,8
2022-10-29,90,19:13:05,1064.61896,1065.710125,1071.626242,0,92,19:12:58,1065.533,1065.844381,1071.111332,0,7
2022-10-29,91,19:25:00,427.6863663,427.9610537,428.2653772,0,93,19:24:54,427.2895389,427.9638861,428.3553727,0,6
2022-10-29,92,19:37:01,1309.896228,1322.807045,1330.788343,0,94,19:36:56,1307.879765,1327.468031,1328.442007,0,5
2022-10-29,93,19:48:54,819.0318091,818.1221175,815.9200405,0,95,19:48:50,818.8579185,817.7210505,815.8908015,0,4
2022-10-29,94,20:00:43,589.963159,589.7960843,589.6222127,0,96,20:00:35,589.4035877,589.5643945,589.7649902,0,8
2022-10-29,95,20:12:39,205.4000102,205.4182015,205.4880788,0,97,20:12:34,205.460649,205.4506607,205.4966227,0,5
2022-10-29,96,20:24:28,135.2392436,135.3466571,135.4208415,0,98,20:25:37,134.8738502,134.9342039,135.0282413,0,69
2022-10-29,97,20:36:25,589.0112189,588.1844524,587.0017134,0,99,20:36:18,588.0726551,587.7018126,586.3873144,0,7
2022-10-29,98,20:48:16,183.6008065,183.7664796,183.9577589,0,100,20:48:15,183.6084979,183.7818312,183.9666825,0,1
2022-10-29,99,20:59:05,170.4659291,170.6116549,170.6555638,0,101,20:59:51,170.3236676,170.3828966,170.4624249,0,46
2022-10-29,100,21:11:45,422.569828,421.9928467,421.6652866,0,102,21:11:34,422.0109534,421.6464449,421.3346864,0,11
2022-10-31,101,17:16:44,109.8751694,109.9673355,110.0505656,0,103,17:16:46,109.8475253,109.9472255,110.0368574,0,2
2022-10-31,102,17:28:17,679.746486,679.8458025,677.9779605,0,104,17:28:23,680.6538387,680.2831241,678.6318512,0,6
2022-10-31,103,17:40:30,318.2404617,318.1144348,318.0524022,0,105,17:40:31,318.2430254,318.1169273,318.0590095,0,1
2022-10-31,104,17:51:39,954.2117515,954.2865998,950.1476264,0,106,17:51:40,953.7112585,954.3370164,949.9797868,0,1
2022-10-31,105,18:02:58,1133.184279,1131.107258,1127.532758,0,107,18:03:06,1127.043486,1131.761541,1125.132121,0,8
2022-10-31,106,18:14:17,629.8153367,631.0674556,631.0668082,0,108,18:14:14,630.3559584,631.2889488,631.1868021,0,3
2022-10-31,107,18:25:37,466.2566577,465.8737729,465.3499419,0,109,18:25:40,466.1685976,465.9547793,465.4596832,0,3
2022-10-31,108,18:36:58,631.4516926,630.8793847,630.5089886,1,110,18:34:29,620.7373513,619.2257851,617.5302833,1,149
2022-10-31,109,18:48:12,566.3274022,566.1291712,566.5518701,0,111,18:48:12,566.3274022,566.1291712,566.5518701,0,0
2022-10-31,110,18:59:31,0,0,0,1,112,18:59:21,0,0,0,1,10
2022-10-31,,,,,,,113,19:10:49,1142.797313,1138.050587,1136.561159,0,
2022-10-31,111,19:22:05,0,0,0,0,114,19:22:57,0,0,0,0,52
2022-10-31,112,19:33:09,320.6147383,320.2666573,319.8525763,0,115,19:33:08,320.5737179,320.2356709,319.8218943,0,1
2022-10-31,113,19:44:29,861.6718113,860.5270126,861.8868105,0,116,19:44:34,863.0919185,861.0334446,862.5824712,0,5
2022-10-31,114,19:55:50,389.1227631,388.8864867,388.7175204,0,117,19:55:46,389.0848639,388.7998155,388.6590424,0,4
2022-10-31,115,20:07:04,0,0,0,0,118,20:07:07,0,0,0,0,3
2022-10-31,116,20:18:24,1088.880054,1088.267307,1089.433942,0,119,20:18:24,1088.880054,1088.267307,1089.433942,0,0
2022-10-31,117,20:30:05,322.9949228,322.9453084,322.9011803,0,120,20:30:05,322.9949228,322.9453084,322.9011803,0,0
2022-10-31,118,20:41:38,0,0,0,0,121,20:38:56,0,0,0,1,162
2022-10-31,119,20:52:35,477.0066689,476.6300702,476.0385108,0,122,20:52:31,477.0724353,476.5196069,476.0009178,0,4
2022-10-31,120,21:03:41,43.02010932,43.05753528,43.09519491,0,123,21:03:34,43.0339314,43.07583255,43.11152319,0,7
2022-10-31,121,21:14:24,533.5529097,532.4828862,532.0515407,0,124,21:14:22,533.4057714,532.3860184,531.9110416,0,2
