,overpass_id,overpass_datetime,zero_release,non_zero_release,operator_kept,stanford_kept,phase_iii,pass_all_qc,fail_all_qc,operator_detected,release_rate_kgh,operator_quantification,operator_lower,operator_upper,qc_summary
2,3.0,2022-10-24 16:52:32,False,True,True,True,1,True,False,True,17.84613948,25.85856,,,pass_all
3,4.0,2022-10-24 16:55:42,False,True,True,True,1,True,False,True,17.81225535,22.51968,,,pass_all
4,5.0,2022-10-24 16:59:01,False,True,True,True,1,True,False,True,17.83283458,23.43744,,,pass_all
8,9.0,2022-10-24 17:11:37,False,True,True,True,1,True,False,False,1.631503045,0.0,,,pass_all
9,10.0,2022-10-24 17:14:38,False,True,True,True,1,True,False,False,1.575648581,0.0,,,pass_all
10,11.0,2022-10-24 17:17:53,False,True,True,True,1,True,False,False,1.533378077,0.0,,,pass_all
11,12.0,2022-10-24 17:20:59,False,True,True,True,1,True,False,True,12.29183884,10.07584,,,pass_all
12,13.0,2022-10-24 17:24:12,False,True,True,True,1,True,False,True,12.30932439,20.58128,,,pass_all
13,14.0,2022-10-24 17:27:11,False,True,True,True,1,True,False,False,3.296867226,0.0,,,pass_all
15,16.0,2022-10-24 17:33:38,False,True,True,True,1,True,False,True,3.23067089,9.14056,,,pass_all
16,17.0,2022-10-24 17:36:52,False,True,True,True,1,True,False,False,3.225980206,0.0,,,pass_all
40,41.0,2022-10-24 18:58:14,False,True,True,True,1,True,False,True,8.725007707,6.31968,,,pass_all
41,42.0,2022-10-24 19:01:19,False,True,True,True,1,True,False,True,8.665007208,5.79184,,,pass_all
42,43.0,2022-10-24 19:04:27,False,True,True,True,1,True,False,True,8.623646173,18.00064,,,pass_all
43,44.0,2022-10-24 19:07:37,False,True,True,True,0,True,False,False,4.107388342,0.0,,,pass_all
44,45.0,2022-10-24 19:11:01,False,True,True,True,0,True,False,False,4.047485037,0.0,,,pass_all
46,47.0,2022-10-24 19:17:24,False,True,True,True,1,True,False,True,17.89883124,19.09248,,,pass_all
47,48.0,2022-10-24 19:20:29,False,True,True,True,1,True,False,True,17.83948949,37.4312,,,pass_all
48,49.0,2022-10-24 19:23:45,False,True,True,True,1,True,False,True,17.796109,10.582,,,pass_all
49,50.0,2022-10-24 19:26:51,False,True,True,True,1,True,False,True,17.74250164,6.18032,,,pass_all
53,54.0,2022-10-24 19:39:22,False,True,True,True,0,True,False,False,5.327171697,0.0,,,pass_all
54,55.0,2022-10-24 19:42:33,False,True,True,True,0,True,False,True,5.264590183,7.46976,,,pass_all
56,57.0,2022-10-24 19:48:45,False,True,True,True,1,True,False,False,1.559700865,0.0,,,pass_all
57,58.0,2022-10-25 16:35:28,False,True,True,True,1,True,False,True,13.91607676,30.7784,,,pass_all
58,59.0,2022-10-25 16:38:32,False,True,True,True,1,True,False,True,13.89269644,34.67848,,,pass_all
59,60.0,2022-10-25 16:41:46,False,True,True,True,1,True,False,True,13.90705941,59.81272,,,pass_all
103,104.0,2022-10-25 19:02:47,False,True,True,True,1,True,False,True,24.1973609,12.03368,,,pass_all
104,105.0,2022-10-25 19:05:57,False,True,True,True,1,True,False,True,23.93817948,12.354,,,pass_all
105,106.0,2022-10-25 19:09:08,False,True,True,True,1,True,False,True,23.83237946,22.37976,,,pass_all
119,120.0,2022-10-25 19:54:38,False,True,True,True,1,True,False,True,8.341376009,2.6976,,,pass_all
120,121.0,2022-10-25 19:57:45,False,True,True,True,1,True,False,True,8.296980392,4.66488,,,pass_all
135,136.0,2022-10-26 16:49:19,False,True,True,True,1,True,False,False,1.096029626,0.0,,,pass_all
136,137.0,2022-10-26 16:52:32,False,True,True,True,1,True,False,False,1.070792915,0.0,,,pass_all
170,171.0,2022-10-26 18:50:03,False,True,True,True,1,True,False,False,0.927267424,0.0,,,pass_all
171,172.0,2022-10-26 18:53:16,False,True,True,True,1,True,False,False,0.880265414,0.0,,,pass_all
172,173.0,2022-10-26 18:56:27,False,True,True,True,1,True,False,False,0.853283008,0.0,,,pass_all
173,174.0,2022-10-26 18:59:36,False,True,True,True,1,True,False,False,0.826665077,0.0,,,pass_all
174,175.0,2022-10-26 19:02:45,False,True,True,True,1,True,False,False,0.8076417,0.0,,,pass_all
176,177.0,2022-10-26 19:09:02,False,True,True,True,1,True,False,True,4.147388675,10.2384,,,pass_all
177,178.0,2022-10-26 19:12:11,False,True,True,True,1,True,False,True,4.129137983,5.32896,,,pass_all
178,179.0,2022-10-26 19:15:23,False,True,True,True,1,True,False,True,4.11718324,8.11072,,,pass_all
182,183.0,2022-10-26 19:28:08,False,True,True,True,0,True,False,False,0.66788028,0.0,,,pass_all
183,184.0,2022-10-26 19:31:15,False,True,True,True,0,True,False,False,0.666725843,0.0,,,pass_all
184,185.0,2022-10-26 19:34:27,False,True,True,True,0,True,False,False,0.652596136,0.0,,,pass_all
185,186.0,2022-10-26 19:37:39,False,True,True,True,0,True,False,False,0.645058276,0.0,,,pass_all
188,189.0,2022-10-26 19:47:23,False,True,True,True,0,True,False,False,1.624602053,0.0,,,pass_all
197,198.0,2022-10-26 20:15:42,False,True,True,True,1,True,False,True,11.91724806,10.17648,,,pass_all
198,199.0,2022-10-26 20:18:51,False,True,True,True,1,True,False,True,11.86199922,14.35392,,,pass_all
199,200.0,2022-10-26 20:22:00,False,True,True,True,1,True,False,True,11.8398716,15.21896,,,pass_all
211,212.0,2022-10-27 16:53:38,False,True,True,True,0,True,False,True,6.842324676,15.3712,,,pass_all
