,bin_median,detection_prob_mean,detection_prob_two_sigma_upper,detection_prob_two_sigma_lower,n_data_points,n_detected
0,5.0,1.0,0.0,0.0,1,1
1,15.0,,,,0,0
2,25.0,1.0,0.0,0.0,1,1
3,35.0,,,,0,0
4,45.0,,,,0,0
5,55.0,,,,0,0
6,65.0,,,,0,0
7,75.0,,,,0,0
8,85.0,1.0,0.0,0.0,1,1
9,95.0,,,,0,0
